Number_of_spots
12841.9415
9023.7077
10499.421
8136.0657
10718.1742
9381.0383
7634.909
13469.2755
9354.2671
11237.1859
8874.1286
7949.1949
7814.3765
8210.9928
9839.9066
10252.1088
8782.8133
9139.1812
8124.3304
8674.8578
8666.8814
9146.4241
7285.3027
9086.487
7830.3292
9284.2221
7850.1783
9729.1089
10497.1747
7561.0592
9719.7574
9704.1714
11061.8441
10785.2625
9710.8642
10662.9358
10666.5572
11050.7047
8430.5711
10685.9021
10720.7871
11590.895
9290.3648
10510.4228
9651.5001
10604.6719
10963.6985
11130.193
10851.2506
9128.6836
11342.1618
7853.158
10855.4679
10558.9226
10427.2214
11420.1831
10894.6162
9600.0665
7488.4012
10418.1449
7864.8474
12477.5973
8705.7088
10797.3874
11068.9036
11840.7284
12506.7063
9230.3131
11337.5777
10993.4493
9280.784
11232.2351
10433.5016
10565.7987
11665.3866
11690.0491
10364.6484
10564.8819
9890.5151
8577.2623
12495.4295
8795.0987
11823.6756
11980.7268
11747.0294
10705.6596
11387.5902
9782.4678
11635.4524
11002.4342
10890.9947
10805.1804
8281.6796
12466.0454
9467.1735
11628.4846
8982.6342
12864.4036
12230.6977
10157.5388
10752.1882
12217.358
9089.077
9777.1503
12310.5069
11265.1031
10162.8564
8782.5383
11629.3556
11454.1972
11443.4704
9119.6529
10184.31
7697.2528
10800.092
11328.3178
10979.1011
11164.2987
12040.5493
9299.3955
9961.4769
10782.3516
8303.3624
9230.2214
10263.1565
11487.4319
11191.5283
11568.6163
9580.5841
11889.1823
12375.0052
11669.3289
11895.2792
10232.8556
10421.583
10717.3032
10127.6505
11018.0659
10939.5403
10621.633
9782.6054
10044.6783
9776.0043
10051.096
8733.1675
8582.3965
11555.2765
9031.8674
11442.9203
9048.7369
10587.0689
9757.5762
9671.6243
9557.0218
6975.9447
9220.7323
9459.6556
7877.958
7769.4982
10737.3815
9963.0813
9806.8094
10269.2075
10619.2493
10627.3632
9876.1668
9587.6895
10988.9111
11099.4795
9339.4146
11235.9482
8952.6083
10708.1808
10096.4328
8124.9951
10642.4449
7298.0694
9736.7644
8961.0431
7573.4362
7216.5641
7993.8898
10003.1922
8006.5878
9192.1275
9361.9684
8378.8166
9908.989
8682.4215
9335.7932
7080.2788
9445.5365
9139.823
8464.906
9358.3928
8237.1221
7192.7268
8196.0944
7731.3585
8512.5348
7466.3517
9455.9424
8785.6554
7086.284
7103.9328
8472.9282
8321.057
8444.3234
7905.8293
7703.4413
8312.9431
8852.8125
7281.4291
6837.1382
8021.3486
7920.4067
8015.7101
8820.4029
10070.0742
6576.9906
8761.7723
7534.7006
9183.8761
9082.7509
10330.3594
8616.9148
8908.601
9649.9874
8010.3926
10021.2994
10312.7564
8362.5431
8337.3764
6918.9644
8028.3164
9731.9969
9732.5928
7856.1376
8449.5034
9242.5526
6029.5116
9585.3974
9002.6667
6018.8307
10912.7233
10880.0846
9026.9624
10131.2261
4713.4282
8912.6808
8859.6657
8573.3658
9280.486
8868.238
8530.0461
7969.7775
7204.8288
7730.9917
5139.44
8427.729
7267.0809
8619.2526
10752.83
7881.9461
9884.0515
9320.6657
5954.5559
5145.4337
10666.8323
9529.6089
9110.5764
9667.1777
8986.439
9001.0393
9805.9155
9348.2619
8390.0477
8008.2839
7352.7577
8375.9745
9041.9066
8302.3539
6820.9563
9498.9413
8896.3156
7570.7775
8165.8394
5547.8145
8804.5419
7943.1897
9135.2847
7153.8078
9431.4175
9407.351
8076.6787
8129.9917
7104.9413
8007.5046
7985.18
6936.6132
