Time_in_msec
10486
8943
8075
9058
8150
8012
8651
8163
8060
8302
8046
8024
7841
7796
7662
7643
8380
7565
7646
7666
7592
8136
7759
7583
7694
7593
7553
7408
7592
7594
7473
7595
7735
7610
7581
7540
7403
7712
7532
7577
7758
7392
7641
7495
7464
8196
7455
7712
7649
7620
7615
7486
7515
7711
7512
8309
7572
7445
7625
7496
7588
7569
7464
7617
7627
7571
8339
7520
7520
7503
8318
7619
7568
7520
7633
7544
7681
7496
7492
7591
7524
7553
7477
7711
7602
7567
8190
7446
7523
7464
7508
7562
7601
7459
7593
7449
7635
8414
7641
7708
7580
7540
7567
8084
7614
7671
7580
7683
7566
7531
7573
7448
7521
7506
7535
7551
7655
7560
7559
7443
7543
7677
7599
7653
7522
7508
7519
7590
7594
7515
7645
8135
7645
7548
7614
7617
8162
7630
7568
7476
7571
7513
7483
7618
7588
7574
7529
7446
7617
7514
7592
7602
7579
7604
7435
7548
7582
7552
7603
7624
7427
7612
7431
7572
7625
8071
8150
8170
8164
8470
7539
7621
8442
7638
7691
7496
7605
7494
7612
7631
7562
7615
7553
7514
7487
7455
7685
7587
7531
7530
7422
7740
7504
7607
7645
7621
7529
7602
7523
7551
7531
7602
7742
7562
7395
7684
7495
7492
7653
7632
7662
7523
8162
7462
7625
7618
7627
7537
7517
7638
7624
7522
7511
7404
7609
7601
7480
7522
7562
7614
7535
7596
7673
7465
7530
7594
7335
7482
7532
7660
7562
7557
7582
8207
7625
7515
7546
8293
7592
7619
7591
7668
7783
7677
7469
7466
7615
7490
7593
7633
7564
7465
7494
7542
7541
7546
7568
7533
7496
7654
7591
7752
7635
7639
7563
7678
7518
7520
7597
7418
7542
7574
7377
8176
7514
7532
7474
7515
7545
7578
7436
7575
7450
7502
7488
7620
8229
7559
7535
7585
