Time_in_msec
824
601
428
486
438
516
388
544
450
542
433
526
441
542
475
526
421
549
438
507
411
498
441
462
450
469
430
448
411
464
422
482
444
450
449
487
437
463
399
512
411
450
430
464
438
445
458
470
441
459
446
458
418
455
449
490
407
448
422
456
422
459
443
458
421
445
454
454
439
464
407
511
411
466
439
463
411
489
425
431
435
513
407
461
410
445
415
468
402
444
407
476
403
551
428
459
406
460
393
450
433
437
413
474
388
470
415
439
395
422
403
456
400
447
441
464
392
539
417
429
419
442
382
475
425
436
404
459
396
515
403
452
406
469
403
448
419
498
418
494
406
447
404
462
397
473
400
470
398
489
430
431
397
447
386
473
390
462
428
426
417
558
402
460
423
442
392
469
421
433
389
431
390
470
418
497
402
431
401
417
403
495
399
443
404
443
373
478
405
436
404
436
396
488
403
475
429
430
386
489
382
438
410
460
374
491
399
421
389
407
376
467
400
453
391
425
392
480
375
447
396
449
389
487
409
454
387
446
388
459
418
439
413
452
390
505
390
449
377
468
409
518
384
429
393
425
375
440
408
434
383
430
372
476
394
456
387
411
394
488
424
426
401
437
362
456
387
419
385
441
381
454
443
416
377
476
383
444
394
417
370
433
367
476
401
434
368
413
373
419
381
413
369
417
368
439
441
405
365
398
