"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: radius","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","avgt",1,10,955650275.000000,59293497.940066,"ns/op",2,1
