"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1435175.000000,97496.026126,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1069421.000000,34792.223710,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1028480.000000,17131.092667,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1168869.000000,30533.469564,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1192944.000000,16706.062990,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1261650.000000,28005.816477,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1422261.000000,17922.425516,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1602361.000000,23635.047887,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1863118.000000,29413.954790,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,1989924.000000,30665.466389,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,2333172.000000,34537.880565,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,2514120.000000,35164.418397,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,4627969.000000,287842.394024,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.MultiplyScalar2D.clij","ss",1,100,6963241.000000,658487.100011,"ns/op",13
