"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,1110140.000000,100229.058315,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,2140728.000000,29473.262132,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,3418603.000000,92695.781108,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,4474722.000000,76524.349241,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,5620854.000000,54632.467553,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,6768196.000000,50128.251729,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,7910011.000000,66457.318777,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,10247587.000000,94650.028186,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,14185526.000000,141605.495993,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,17425808.000000,355244.137460,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,22214841.000000,183540.514133,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,27827210.000000,228471.712261,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,35743771.000000,967168.328130,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.clij","ss",1,100,45536053.000000,1042582.134525,"ns/op",13
