"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,51764.970000,12946.994041,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,294803.220000,36276.295939,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,688546.940000,68329.037561,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,2089854.470000,92749.380190,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,3108610.790000,659414.010414,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,5243920.400000,843030.390692,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,7733769.910000,161262.949955,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,11472393.350000,1277923.883358,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,14901736.340000,1757251.919620,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,18781808.200000,514774.897243,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,23792656.280000,387036.730323,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,32199244.880000,1541849.522075,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,74216835.440000,5251113.182996,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.Erode2D.ijrun","ss",1,100,124400694.130000,2166717.333157,"ns/op",13
