"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: radius","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,1737178.980000,207804.449851,"ns/op",2,0
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,513343787.980000,9453030.553164,"ns/op",2,1
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,832003361.040000,11999950.725141,"ns/op",2,2
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,1425977517.050000,13269762.304218,"ns/op",2,3
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,1684017239.970000,10259938.188938,"ns/op",2,4
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,2119558154.000000,12694197.250328,"ns/op",2,5
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,2482461247.890000,20448048.045263,"ns/op",2,6
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,3347358236.070000,24301222.747964,"ns/op",2,7
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,4214988901.100000,95128606.252294,"ns/op",2,8
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,5251783008.020000,31904135.951271,"ns/op",2,9
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,6640555606.990000,53050615.027707,"ns/op",2,10
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,8316386583.000000,66337037.127832,"ns/op",2,11
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,10505598499.000000,136663835.278206,"ns/op",2,12
"net.haesleinhuepf.clij.benchmark.jmh.Mean3D.ijrun","ss",1,100,12300862753.000000,997535080.920289,"ns/op",2,13
