"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,1158659.000000,99821.847621,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,3625760.000000,54774.382035,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,6249347.000000,39161.231640,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,8887375.000000,70321.355825,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,11451930.000000,77566.123789,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,14148542.000000,114213.799350,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,16612413.000000,71076.376897,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,22504116.000000,307473.674093,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,27920416.000000,86013.286615,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,35714009.000000,133358.860477,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,45453205.000000,173372.020666,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,56742954.000000,428748.593198,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,72560299.000000,813007.284644,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.Rotate3D.clij","ss",1,100,98654779.000000,2330877.230425,"ns/op",13
