"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: radius","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,1762738.000000,96230.067500,"ns/op",2,0
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,1782740.000000,27891.698552,"ns/op",2,1
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,2737468.000000,55964.048150,"ns/op",2,2
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,6425200.000000,63051.084035,"ns/op",2,3
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,8699494.000000,91227.884525,"ns/op",2,4
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,13290181.000000,87344.740842,"ns/op",2,5
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,21533714.000000,101482.853553,"ns/op",2,6
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,28214507.000000,354886.527959,"ns/op",2,7
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,36630997.000000,146600.209130,"ns/op",2,8
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,45941222.000000,148691.215389,"ns/op",2,9
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,66331349.000000,244824.830714,"ns/op",2,10
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,83845423.000000,432446.044358,"ns/op",2,11
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,171313975.000000,2008010.193538,"ns/op",2,12
"net.haesleinhuepf.clij.benchmark.jmh.Median2D.clij_sphere","ss",1,100,309741608.000000,2728751.597639,"ns/op",2,13
