"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,3136234.000000,174299.464091,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,14730498.000000,196955.739014,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,22094410.000000,268678.027428,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,29230219.000000,226802.523320,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,36283794.000000,207761.583587,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,44723395.000000,627928.520243,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,51650109.000000,496557.754051,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,65955183.000000,292181.149267,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,81574625.000000,490970.348684,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,100833013.000000,851247.105957,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,132591503.000000,707022.624190,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,165741492.000000,619358.877187,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,208922225.000000,2489143.578964,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,280830306.000000,5153629.722527,"ns/op",13
