"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: radius","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,2200687.000000,143280.900071,"ns/op",2,0
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,25528941.000000,144414.208656,"ns/op",2,1
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,48641654.000000,159170.761963,"ns/op",2,2
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,75448256.000000,744819.137862,"ns/op",2,3
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,107989562.000000,935441.699437,"ns/op",2,4
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,140555388.000000,620248.288466,"ns/op",2,5
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,171988071.000000,1085801.027400,"ns/op",2,6
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,235976380.000000,1403153.700423,"ns/op",2,7
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,294940330.000000,1293497.901634,"ns/op",2,8
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,382321655.000000,4787992.534017,"ns/op",2,9
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,500276392.000000,6316606.450017,"ns/op",2,10
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,635301308.000000,5713649.751437,"ns/op",2,11
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,1174430396.000000,100404108.554437,"ns/op",2,12
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur3D.clij","ss",1,100,2109992792.000000,434526618.048730,"ns/op",2,13
