"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,3160498.070000,111448.243358,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,14609244.990000,299427.512288,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,18717540.550000,422224.736795,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,21224311.170000,263377.157344,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,24021373.710000,232251.760353,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,26823568.170000,745567.956634,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,30972455.690000,2566303.913872,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,35762103.660000,303308.565100,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,42001192.600000,304303.157028,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,47839255.170000,227312.427833,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,59466601.480000,308061.955437,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,68057351.610000,806563.699813,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,81367308.980000,804421.625630,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.clij","ss",1,100,98591845.010000,1232019.045198,"ns/op",13
