"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,924307.530000,377671.201713,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,1057080.380000,76606.060833,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,1294316.870000,103673.969218,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,2325067.500000,266059.427674,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,3093356.440000,592888.713717,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,4263409.910000,747692.598243,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,5858615.110000,732710.130932,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,8056310.590000,1329268.759945,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,12290966.420000,2144239.326918,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,14872517.970000,2048979.145116,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,18804423.280000,2215520.327289,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,23836909.060000,2442821.183950,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,50692080.710000,3961544.263174,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.AddScalar2D.ijrun","ss",1,100,181125179.910000,448542.169456,"ns/op",13
