"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,2955466.000000,177735.250128,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,2942597.000000,86175.589289,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,3109617.000000,55056.395670,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,3765604.000000,157174.711865,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,4005006.000000,91523.125013,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,5011986.000000,106323.724591,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,6770755.000000,340988.873390,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,7836713.000000,134540.386192,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,9978503.000000,120798.844485,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,12338582.000000,338404.957167,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,15128075.000000,358406.310410,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,26502050.000000,496912.690945,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,66698298.000000,2887336.610155,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.clij","ss",1,100,120223088.000000,9330186.407701,"ns/op",13
