"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,127869.000000,99423.312742,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,343646.000000,14032.493459,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,824947.000000,29428.501620,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,2753668.000000,78368.209402,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,3674370.000000,72559.104717,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,6415055.000000,53917.524108,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,10582483.000000,116368.600027,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,15187200.000000,623461.017565,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,19204246.000000,207238.495383,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,25424343.000000,561624.035503,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,31142135.000000,433295.459937,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,40035466.000000,623610.071470,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,93990164.000000,2828688.004818,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold2D.ijrun","ss",1,100,166618728.000000,5768983.681099,"ns/op",13
