"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: radius","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,1290321.000000,119822.282845,"ns/op",2,0
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,3179831.000000,213288.845269,"ns/op",2,1
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,3186723.000000,203162.075697,"ns/op",2,2
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,4520139.000000,193647.410428,"ns/op",2,3
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,5390039.000000,182722.191304,"ns/op",2,4
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,7685925.000000,210795.333938,"ns/op",2,5
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,11590464.000000,301983.104772,"ns/op",2,6
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,15406325.000000,337321.565657,"ns/op",2,7
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,21053904.000000,1560107.312085,"ns/op",2,8
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,25726686.000000,443312.733351,"ns/op",2,9
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,31676970.000000,1640001.232225,"ns/op",2,10
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,46392424.000000,1590968.784746,"ns/op",2,11
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,105472273.000000,3407954.086185,"ns/op",2,12
"net.haesleinhuepf.clij.benchmark.jmh.GaussianBlur2D.ijrun","ss",1,100,237481301.000000,7756141.229216,"ns/op",2,13
