"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: radius","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,1832573.710000,80651.548958,"ns/op",2,0
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,4385410.410000,96024.266025,"ns/op",2,1
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,7012177.510000,94325.674199,"ns/op",2,2
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,9730270.380000,101669.564510,"ns/op",2,3
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,12343396.170000,88157.306539,"ns/op",2,4
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,15115218.900000,165802.187658,"ns/op",2,5
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,17791146.060000,124810.063735,"ns/op",2,6
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,23044885.750000,106568.736071,"ns/op",2,7
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,28342565.290000,63734.844122,"ns/op",2,8
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,35024093.660000,95809.889100,"ns/op",2,9
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,44422947.460000,114315.679307,"ns/op",2,10
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,54754818.590000,269614.926512,"ns/op",2,11
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,62604215.640000,676632.444389,"ns/op",2,12
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.clij","ss",1,100,80301601.960000,1096425.198113,"ns/op",2,13
