"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,38363.130000,8152.865479,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,148491.600000,15753.367823,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,349852.720000,19185.982654,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,1269223.720000,80767.321363,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,1209545.580000,113398.701067,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,1975605.780000,153012.599344,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,9497061.250000,316499.509233,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,4263576.070000,57334.869438,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,6421930.800000,383760.655277,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,8192930.090000,438252.903029,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,18181136.140000,625796.745009,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,77367621.830000,2924073.611793,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,130722848.580000,5559473.686620,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.Flip2D.ijrun","ss",1,100,422516760.910000,3034138.928697,"ns/op",13
