"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: radius","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1528532.850000,125955.231334,"ns/op",2,0
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1473859.640000,83393.689767,"ns/op",2,1
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1450589.520000,78973.604134,"ns/op",2,2
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1485981.010000,64096.172562,"ns/op",2,3
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1604418.450000,119084.308900,"ns/op",2,4
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1613822.270000,81850.217912,"ns/op",2,5
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1699698.230000,104705.845040,"ns/op",2,6
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1713383.610000,42487.031341,"ns/op",2,7
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1817773.900000,73378.505593,"ns/op",2,8
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,1931416.580000,46631.968777,"ns/op",2,9
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,2092102.740000,66331.065615,"ns/op",2,10
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,2224391.830000,54957.811405,"ns/op",2,11
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,2890528.970000,58242.041797,"ns/op",2,12
"net.haesleinhuepf.clij.benchmark.jmh.Mean2D.clij_sphere","ss",1,100,3976104.240000,41614.724304,"ns/op",2,13
