"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: radius","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,1818492.000000,111860.138672,"ns/op",2,0
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,374304224.000000,1286790.802599,"ns/op",2,1
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,770481873.000000,1018185.782734,"ns/op",2,2
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,1154657182.000000,1098933.265600,"ns/op",2,3
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,1531807864.000000,1526248.537096,"ns/op",2,4
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,1982741661.000000,1930729.869409,"ns/op",2,5
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,2363344204.000000,13113823.363054,"ns/op",2,6
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,3144635169.000000,3006224.840149,"ns/op",2,7
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,3905763084.000000,4169869.687859,"ns/op",2,8
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,4916842157.000000,3243383.127264,"ns/op",2,9
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,6298177013.000000,4145853.364155,"ns/op",2,10
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,7953799776.000000,16339629.709202,"ns/op",2,11
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,9792002197.000000,8478312.818452,"ns/op",2,12
"net.haesleinhuepf.clij.benchmark.jmh.Median3D.clij_sphere","ss",1,100,12588283997.000000,19658011.492086,"ns/op",2,13
