"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,135186.000000,113744.210366,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,28785768.000000,772934.749111,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,51132856.000000,1424602.601577,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,73410348.000000,1819371.882106,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,94347617.000000,1785176.302393,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,117963382.000000,2818343.240994,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,138103465.000000,2388863.981245,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,179133004.000000,3020883.342833,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,222468592.000000,3673953.924155,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,278190553.000000,3101605.157463,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,349838692.000000,5443990.513394,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,437513895.000000,6475714.709641,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,546459528.000000,9629330.671629,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.AutoThreshold3D.ijrun","ss",1,100,652169726.000000,54103879.642545,"ns/op",13
