"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,86522.000000,104930.798652,"ns/op",0
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,6452525.000000,405308.539813,"ns/op",1
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,10647466.000000,373045.695472,"ns/op",2
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,15486515.000000,607055.728471,"ns/op",3
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,20278444.000000,834078.196001,"ns/op",4
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,25459818.000000,1035735.299405,"ns/op",5
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,31143037.000000,1098786.592680,"ns/op",6
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,40396551.000000,1663056.542110,"ns/op",7
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,50348925.000000,1746354.146732,"ns/op",8
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,63391835.000000,2511797.450192,"ns/op",9
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,80655389.000000,3874170.491400,"ns/op",10
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,97967014.000000,3433644.624700,"ns/op",11
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,132730153.000000,7904836.643613,"ns/op",12
"net.haesleinhuepf.clij.benchmark.jmh.FixedThreshold3D.ijrun","ss",1,100,156218096.000000,17330102.437596,"ns/op",13
