"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: radius","Param: size"
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,1748817.000000,242192.605656,"ns/op",2,0
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,556520369.000000,8329848.043396,"ns/op",2,1
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,979967758.000000,12969702.447853,"ns/op",2,2
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,1514541327.000000,9390105.057266,"ns/op",2,3
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,1967873981.000000,14267851.494541,"ns/op",2,4
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,2459031960.000000,16571747.831404,"ns/op",2,5
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,2954773523.000000,25794553.080079,"ns/op",2,6
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,4330936403.000000,32060672.374136,"ns/op",2,7
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,5026038692.000000,40299144.042789,"ns/op",2,8
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,6391349548.000000,41116899.357993,"ns/op",2,9
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,8220405893.000000,55318852.249445,"ns/op",2,10
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,10026717741.000000,68139584.496081,"ns/op",2,11
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,12526169626.000000,141233476.838910,"ns/op",2,12
"net.haesleinhuepf.clij.benchmark.jmh.Minimum3D.ijrun","ss",1,100,14737497740.000000,1215513632.525985,"ns/op",2,13
